"dossierid","title","oldhousenumber","descriptivenote","zu_kontrollieren","begruendung","location","kategorie","bemerkung"
HGB_1_091_022,St. Johanns-Vorstadt: Unbestimmte Liegenschaften (Rheinseite),"","",true,ungefähre Ortsangabe,POINT (2610972.0970978034 1268114.8867699692),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_122_006,Marktplatz: Brunnen,"","",true,ungefähr gesetzt,POINT (2611220.6421225765 1267491.1534221368),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_122_005,Marktplatz: Strassenkörper,"",Mit Einschluss des Gängleins zwischen Marktplatz und Sattelgasse.,true,ungefähr gesetzt ,POINT (2611246.3189304057 1267471.290231175),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_066_011,Greifengasse: Brunnen bei No. 4,"","",true,genau gesetzt,POINT (2611495.7375589698 1267804.062989945),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_194_012,"Spalenberg: (Spalenvorstadt & Rosshofgasse möglich), Unbestimmte Liegenschaften","","",true,ungefähre Ortsangabe,POINT (2611055.2904708534 1267358.130315656),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_066_009,Greifengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611501.718576425 1267811.9198063232),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_120_012,"Malzgasse: 17. Jahrh., unbestimmt","","",true,ungefähre Ortsangabe,POINT (2611929.0579699427 1266897.703433991),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_119_005,Luftgässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611596.8854020443 1267084.908448011),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_120_011,"Malzgasse: 16. Jahrh., unbestimmt","","",true,ungefähre Ortsangabe,POINT (2611924.762635013 1266890.5445424416),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_120_014,Malzgasse: unbestimmt,"","",true,ungefähre Ortsangabe,POINT (2611951.250533746 1266934.2137808937),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_120_013,"Malzgasse: 18. Jahrh. u. 19. Jahrh., unbestimmt","","",true,ungefähre Ortsangabe,POINT (2611946.9551988165 1266926.3390001892),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_091_017,St. Johanns-Vorstadt: Grundbuchzettel,"","",true,ungefähre Ortsangabe,POINT (2610980.437783956 1268089.960184964),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_209_007,Steinenberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611437.5565948104 1267031.1445482434),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_018_005,Bäumleingasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611530.8829561393 1267133.5014300959),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_018_008,Bäumleingasse: unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611573.150185168 1267149.4943699774),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_197_009,Spalenvorstadt: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610849.7211683034 1267417.5790247105),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_157_014,"Rhein und Rheinbrücke: Krambuden 1518 A, B, C; Unbestimmte Liegenschaften","","",true,ungefähre Ortsangabe,POINT (2611390.429177709 1267734.479425102),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_157_006,Rhein und Rheinbrücke: Dohle St. Andreasplatz - Todtengässlein - Kellergässlein - St. Petersberg - Spiegelgasse - Blumenrain - Rhein,"","",true,ungefähre Ortsangabe,POINT (2611376.0648226994 1267725.286237896),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_157_011,"Rhein und Rheinbrücke: Brücke, Vachen, Dohlen, einstweilen unbestimmt","","Anmerkung des StABS: Vache kann sich auf eine Fischenz beziehen (vgl. Wackernagel, Rudolf: Geschichte der Stadt Basel. Zweiten Bandes erster Teil, Basel 1911, S. 607). U.a. gibt auch das Mittelhochdeutsche Wörterbuch Auskunft.",true,ungefähre Ortsangabe,POINT (2611383.534287304 1267729.3082572985),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_001_005,Aeschengraben: Unbestimmt,"","",true,ungefähre Ortsangabe,POINT (2611556.105316357 1266531.059318558),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_208_007,Steinenbachgässlein: Noch Unbestimmt,"","",true,ungefähre Ortsangabe,POINT (2611223.0088995257 1266864.4633569932),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_136_007,Münzgasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611178.0902463975 1267396.320230416),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_131_006,Mühlenberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2612000.646885438 1267118.1972937167),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_145_008,Ochsengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611506.683368521 1267918.203424377),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_136_008,Münzgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611179.522024708 1267386.2977822467),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_145_007,Ochsengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611511.6945926053 1267910.3286436724),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_151_005,Pfluggässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611322.6013798146 1267262.9867384862),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_150_005,Petersplatz: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610902.1367509817 1267605.7008730478),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_181_007,Schifflände: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611256.289797943 1267698.8006679544),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_068_004,Grünpfahlgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611238.125365191 1267333.4018742412),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_068_005,Grünpfahlgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611241.611189996 1267335.1447866436),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_056_009,Fischmarkt: unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611163.916296474 1267613.6603148277),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_133_007,Münsterberg: Brunnen vor No. 1,"","",true,ungefähr gesetzt ,POINT (2611529.6041350015 1267136.0794064484),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_131_005,Mühlenberg: Brunnen an der Rheinhalde,"","",true,ungefähr gesetzt ,POINT (2611951.250533746 1267103.8795106176),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_024_007,Barfüsserplatz: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611351.104216533 1267119.1396218813),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_066_010,Greifengasse: Brunnen bei No. 2,"","",true,genau gesetzt,POINT (2611466.2745380616 1267784.722233889),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_028_010,Blumenrain: Brunnen bei No. 24,"","",true,genau gesetzt,POINT (2611161.9930888438 1267831.4016790015),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_227_010,"Webergasse: Brunnen bei No. 6, 8, 10","","",true,genau gesetzt,POINT (2611458.7404386043 1267922.0675473297),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_146_009,Petersberg: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611131.105198085 1267704.8829779313),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_106_005,Kronengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611210.6897485685 1267648.3172787253),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_207_003,"Steinen: Noch Unbestimmt, 14. Jahrhundert","","",true,ungefähre Ortsangabe,POINT (2611285.509542486 1266904.0314134145),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_150_007,Petersplatz: Brunnen,"","",true,genau gesetzt,POINT (2610963.501879021 1267643.3193010502),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_207_004,"Steinen: Unbestimmt, 16. Jahrhundert","","",true,ungefähre Ortsangabe,POINT (2611294.816340657 1266918.301837277),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_207_001,Steinen: Unbestimmbar,"","",true,ungefähre Ortsangabe,POINT (2611299.7799663483 1266931.9518079278),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_056_006,Fischmarkt: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611178.526862911 1267610.4584734591),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_149_007,Peterskirchplatz (teilweise auch Stiftsgasse): Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611034.72744976 1267611.8960755568),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_063_011,Gerbergasse: Brunnen bei No. 46,"","Richtbrunnen, Gerberbrunnen, Lochbrunnen",true,genau gesetzt,POINT (2611278.6490997584 1267260.667736769),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_062_005,Gemsberg: Brunnen,"","",true,genau gesetzt,POINT (2611124.0518129934 1267314.21780906),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_056_007,"Fischmarkt: Brunnen, kleiner","","",true,genau gesetzt,POINT (2611169.597178098 1267607.7521979392),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_014_006,Augustinergasse: Brunnen,"","",true,genau gesetzt,POINT (2611421.294529614 1267485.178117119),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_194_010,Spalenberg: Brunnen bei No. 3.,"","",true,genau gesetzt ,POINT (2611159.282542253 1267418.301828667),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_091_019,St. Johanns-Vorstadt: Brunnen bei 34-36,"","",true,genau gesetzt ,POINT (2610982.0434694896 1268107.9544503093),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_058_018,Freie Strasse: Brunnen bei der Rüdengasse,"","",true,grob geschätzt ,POINT (2611341.9538883897 1267366.9349323008),grob geschätzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_149_005,Peterskirchplatz: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610998.168923074 1267628.9147000483),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_215_009,Steinenvorstadt: Strassenkörper und unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611265.6925490685 1266873.9606147741),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_214_007,Steinentorstrasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611278.6610674732 1266750.5645804522),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_189_006,Schützenmattstrasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610584.349257791 1267089.9279150853),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_189_007,Schützenmattstrasse: Unbestimmte Liegenschaften (Spalenvorstadt u. Spalenberg möglich),"","",true,ungefähre Ortsangabe,POINT (2610594.1790079838 1267099.0015306477),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_035_004,Brunngässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611716.790277761 1266909.2238619747),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_035_005,Brunngässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611725.470002513 1266913.3084383283),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_227_011,Webergasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611455.316516507 1267911.7957810385),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_227_009,Webergasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611474.8376619043 1267946.4885630445),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_023_007,Barfüssergasse: unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611454.941848467 1267104.6187368766),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_148_008,Petersgraben: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2610970.2084644805 1267472.4391978637),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_106_007,Kronengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611218.1851828014 1267657.3117998047),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_161_008,Rheinsprung: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611325.374749972 1267592.9145948715),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_137_009,Nadelberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611056.2630984862 1267418.549089411),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_161_006,Rheinsprung: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611317.476722637 1267608.2170228318),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_161_007,Rheinsprung: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611321.425736305 1267602.293502331),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_147_011,Petersgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611086.643464259 1267673.7387183642),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_147_009,Petersgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611091.3392962497 1267677.0640455764),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_222_006,Totengässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611077.170885948 1267593.8183991194),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_204_010,Stadthausgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611154.6232159603 1267569.9372640322),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_222_004,Totengässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611081.688938532 1267589.3003465354),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_014_007,Augustinergasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611438.5351333614 1267455.7676754324),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_123_005,Martinsgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611319.372136872 1267535.8857751996),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_014_005,Augustinergasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611431.9346865346 1267462.4832004723),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_125_007,Martinskirchplatz: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611307.2022989327 1267571.8882124368),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_125_005,Martinskirchplatz: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611301.6244565435 1267576.9589782448),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_184_007,Schneidergasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611148.365151982 1267465.2831525418),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_149_006,Peterskirchplatz: Dohle bei St. Peter,"","",true,ungefähre Ortsangabe,POINT (2611002.5811590534 1267640.2604497094),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_056_005,Fischmarkt: Strassenkörper,"","",true,ungefähr gesetzt,POINT (2611176.7253692863 1267625.2307211815),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_112_009,Leonhardsberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611231.8092314643 1267215.201237593),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_207_002,"Steinen: Unbestimmt, 13. Jahrhundert","","",true,ungefähre Ortsangabe,POINT (2611306.6049516737 1266938.156340042),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_078_009,Heuberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611121.673118793 1267282.9092792543),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
